client_id,first_name,last_name,age,gender,email,phone_number,address,city,province,postal_code,employment_status,income_bracket,account_type,account_open_date,avg_monthly_balance,avg_monthly_transactions,total_transaction_volume,loan_products,credit_card_usage_percent,num_overdrafts_last_6_months,missed_payments_last_12_months,online_banking_usage,products_owned,has_investment_account,has_mortgage,mortgage_balance,has_auto_loan,auto_loan_balance
1682,Loretta,Curry,46,Other,vincent59@example.org,238-691-8828x36966,0879 Joseph Gateway,Michellebury,Kansas,13108,Retired,<$30k,Savings,2024-01-26,8238,44,97099,Yes,7,3,1,Rarely,Credit Card,Yes,No,0,Yes,46469
1683,Kimberly,Ramirez,38,Other,jbrown@example.org,001-411-324-3558,6793 Rachel Cove,North Andreafurt,Wyoming,35827,Employed,<$30k,Joint,2024-12-05,7544,49,39705,Yes,99,0,0,Never,RRSP,No,No,0,Yes,77601
1684,Linda,Reyes,50,Female,gutierrezjudith@example.net,+1-281-478-0747,9109 Jeremy Port Apt. 624,Scottfurt,Delaware,79809,Unemployed,<$30k,Joint,2019-02-05,5324,100,72655,No,52,3,1,Rarely,Credit Card;Mortgage;TFSA,No,No,0,No,0
1685,Mark,Huffman,54,Female,heathergordon@example.org,001-538-316-0334x257,305 Hanson Camp,Natashafort,Minnesota,02546,Student,$60k–$100k,Joint,2016-08-07,6019,14,57025,Yes,44,3,3,Weekly,Mortgage;Credit Card;RRSP,Yes,No,0,Yes,83190
1686,Nicholas,Strong,53,Female,justinjohnson@example.com,259.839.5774,14386 Kaufman Parkway,East Donald,Montana,49993,Unemployed,$60k–$100k,Chequing,2019-11-12,2644,40,54221,No,34,5,0,Weekly,RRSP;TFSA,Yes,Yes,291242,No,0
1687,Amanda,King,52,Male,gardnerrebecca@example.com,998.795.7027,8418 Mary Rest,East Thomasville,Connecticut,13856,Employed,>$100k,Joint,2021-10-31,1796,59,2968,No,51,5,0,Weekly,TFSA;RRSP;Credit Card,No,No,0,No,0
1688,Courtney,Maxwell,42,Male,abird@example.com,(928)725-5568x816,58785 Jordan Knolls Apt. 724,Port Rebecca,Arizona,51118,Retired,<$30k,Chequing,2016-03-15,1529,94,56116,Yes,57,5,1,Rarely,RRSP;Credit Card;TFSA;Mortgage,Yes,Yes,351148,Yes,37278
1689,Rachael,Delgado,62,Female,josephellis@example.net,397.585.6349,168 Christine Gateway,Gonzalesfurt,New Jersey,72957,Retired,>$100k,Joint,2024-01-23,2303,62,87371,Yes,99,0,2,Daily,RRSP;TFSA,No,Yes,458708,Yes,33477
1690,Daniel,Gilbert,31,Female,abigail65@example.net,(399)319-1871x224,53412 Randall Knoll Suite 406,South Isaac,Nebraska,57936,Retired,>$100k,Savings,2015-05-30,620,41,11883,Yes,61,2,3,Weekly,Mortgage;Credit Card,Yes,No,0,No,0
1691,Dakota,Howard,28,Other,fhughes@example.com,930-338-7925x23585,491 Mooney Dam,West Scottfurt,Montana,01239,Student,$30k–$60k,Business,2024-10-20,2803,42,6843,No,24,1,0,Never,Credit Card,Yes,No,0,Yes,80214
1692,Mark,Montgomery,44,Other,andrea69@example.org,3199928111,497 Rojas Streets,New Chad,Montana,04647,Employed,$60k–$100k,Joint,2017-11-28,3740,16,48987,No,13,0,0,Rarely,TFSA;Credit Card;RRSP;Mortgage,No,Yes,354748,No,0
1693,Wendy,Walker,26,Other,lgrant@example.net,001-266-303-2438x2743,159 Derrick Parkway Apt. 912,North Anna,Ohio,81586,Unemployed,$60k–$100k,Business,2016-02-10,6766,34,66283,No,67,3,0,Never,TFSA;Credit Card,No,Yes,185785,No,0
1694,Ian,Bates,37,Female,tracey40@example.net,(318)688-2241x4465,723 Andrew Fort,Port George,Pennsylvania,08012,Retired,<$30k,Savings,2023-09-26,9435,88,72639,No,30,5,2,Never,Credit Card,Yes,Yes,14616,No,0
1695,Steven,Avila,36,Other,sanforddouglas@example.org,211-791-6826x67717,1437 Holly Bypass Suite 660,Tiffanychester,Pennsylvania,92088,Unemployed,$60k–$100k,Business,2024-07-01,9472,100,70468,No,4,5,3,Daily,RRSP;Credit Card,No,Yes,322213,Yes,32119
1696,Megan,Ingram,74,Male,scottapril@example.com,+1-770-364-0272x6276,9369 Bradley Bridge Suite 930,Jasonside,Louisiana,56151,Retired,$60k–$100k,Joint,2022-04-14,820,12,37833,No,41,1,3,Weekly,RRSP;Credit Card;TFSA,No,Yes,309640,No,0
1697,Christy,Hodges,55,Other,morganjustin@example.org,470.849.6382x014,55419 Murphy Avenue,Port Christina,Massachusetts,95707,Retired,<$30k,Chequing,2016-07-18,4535,46,48030,Yes,0,3,0,Daily,Mortgage;TFSA;RRSP,Yes,No,0,No,0
1698,April,Pierce,40,Male,alexanderschwartz@example.net,001-313-505-3058,3060 Ramirez Junctions Apt. 212,Lake Theresa,South Carolina,49831,Student,$60k–$100k,Business,2025-03-30,2576,89,55593,Yes,12,2,1,Weekly,Mortgage;Credit Card;RRSP,No,No,0,Yes,88022
1699,Kari,Hernandez,42,Male,bowens@example.org,547-321-3827x422,1161 Meadows Mews Suite 017,New Emilyburgh,Wisconsin,12911,Student,<$30k,Joint,2017-08-25,622,58,93756,Yes,36,4,0,Rarely,Mortgage;RRSP;TFSA;Credit Card,Yes,Yes,172343,No,0
1700,Nancy,Williams,39,Female,kevinsmith@example.com,765-530-9261x61937,754 Obrien Port Suite 578,Haydenland,Vermont,03116,Student,>$100k,Chequing,2016-02-02,9572,34,1628,Yes,79,5,3,Rarely,Mortgage;Credit Card;RRSP,Yes,No,0,Yes,66996
1701,Jon,Frey,67,Male,travis19@example.com,001-239-334-2312x8395,4845 Lynn Dale Apt. 402,East Christianbury,Ohio,53937,Retired,>$100k,Business,2019-02-19,1178,55,53991,No,94,5,2,Weekly,TFSA,Yes,Yes,178443,Yes,23477
1702,Diana,Doyle,68,Other,jasminebrown@example.com,365.904.5429,48569 Johnson Square Suite 573,Mendozaland,Delaware,12485,Employed,>$100k,Joint,2020-05-04,2593,42,61432,Yes,58,2,3,Weekly,Credit Card;RRSP;Mortgage;TFSA,No,No,0,No,0
1703,Andrew,Burns,53,Female,brian52@example.com,3422838467,844 Hampton Forges,Lake William,Wisconsin,02306,Retired,$30k–$60k,Savings,2018-05-16,9555,50,65540,No,34,1,2,Daily,Mortgage;TFSA;Credit Card;RRSP,Yes,No,0,No,0
1704,Erika,Sweeney,79,Female,florescalvin@example.org,456.633.5972,32612 Gamble Neck,North Kristie,Kansas,53352,Employed,>$100k,Chequing,2020-09-10,1061,67,47689,Yes,85,5,0,Rarely,Mortgage,Yes,No,0,Yes,44438
1705,Hector,Fitzgerald,44,Male,emilymoody@example.com,+1-626-740-3893x2313,40616 Todd Station Suite 355,South Robertberg,Mississippi,69882,Unemployed,<$30k,Chequing,2018-08-15,5661,26,91297,No,42,4,2,Weekly,RRSP;Mortgage;Credit Card;TFSA,No,No,0,No,0
1706,William,Perry,39,Male,damon92@example.net,693-284-8981x4256,0240 Smith Mill,Meyerhaven,Utah,78049,Employed,>$100k,Chequing,2016-02-13,9636,53,85423,No,19,3,2,Rarely,TFSA;Credit Card;Mortgage;RRSP,Yes,No,0,Yes,83151
1707,Susan,Lopez,21,Other,andrea43@example.com,001-317-862-8413,0251 Anthony Well,Joshuabury,Vermont,54718,Employed,$30k–$60k,Savings,2023-03-12,4827,77,53839,No,64,3,0,Never,Mortgage;Credit Card;RRSP,No,Yes,415093,No,0
1708,Mikayla,Foley,74,Male,walkernicholas@example.org,(324)406-7623,38137 Gibbs Inlet,Brianville,Idaho,40709,Unemployed,<$30k,Chequing,2015-11-13,2862,16,72127,Yes,36,2,3,Daily,Credit Card;Mortgage,No,Yes,348371,No,0
1709,Shelby,Mcdonald,38,Female,matthew25@example.net,001-776-552-3886x33825,94285 Joel Greens Apt. 887,South Emily,Montana,93679,Retired,<$30k,Chequing,2021-06-17,6970,77,13363,No,83,1,0,Daily,Mortgage;Credit Card;RRSP;TFSA,Yes,Yes,189925,Yes,32232
1710,Alexis,Cooper,56,Other,hpeters@example.org,624.971.5890x63080,48073 Sierra Summit,Daniellemouth,Arkansas,06850,Student,>$100k,Business,2021-07-01,9355,26,16907,No,40,5,1,Never,Mortgage;RRSP,Yes,Yes,211986,Yes,71383
1711,Thomas,White,71,Male,jsmith@example.net,(887)704-3667x24651,47558 Jenkins Groves,Port Samanthabury,Montana,26205,Student,>$100k,Savings,2017-12-18,5009,61,15903,No,12,3,1,Daily,Credit Card;Mortgage,No,Yes,136565,No,0
1712,Bradley,Lee,32,Male,colleen26@example.org,841.331.9726x6571,46678 Robinson Freeway,Littleport,Rhode Island,17606,Retired,>$100k,Business,2018-08-22,3726,25,92513,Yes,30,5,2,Daily,TFSA,Yes,Yes,287516,No,0
1713,Elizabeth,Hughes,45,Female,trevor65@example.com,340.266.9690x42508,8531 Adams Mall Suite 031,Lake David,California,72783,Retired,$60k–$100k,Business,2018-10-27,5693,27,28541,No,49,2,0,Rarely,RRSP;TFSA,No,Yes,297151,Yes,73889
1714,Scott,Castro,75,Male,brittanyjackson@example.org,001-332-964-5446x9514,69676 Kelley Crescent,West Cameronchester,Connecticut,54089,Retired,<$30k,Joint,2024-08-12,9644,91,37153,Yes,22,3,0,Daily,Mortgage;RRSP,Yes,Yes,248037,No,0
1715,Tony,Thomas,43,Male,morakatherine@example.net,(518)353-0086,68491 Marcia Grove Apt. 262,Meganborough,Alaska,98296,Student,$60k–$100k,Joint,2022-08-28,9085,98,8091,No,25,3,2,Weekly,TFSA;RRSP;Mortgage,Yes,No,0,Yes,98455
1716,Alisha,Patterson,59,Male,aprilruiz@example.net,305-412-8332x66725,59830 Lewis Circles Suite 581,New Tammymouth,Colorado,75285,Student,>$100k,Chequing,2017-04-25,2026,5,47680,Yes,55,5,1,Daily,RRSP;Mortgage,Yes,Yes,106523,Yes,21630
1717,Justin,Riley,50,Other,brownbreanna@example.com,001-917-641-8787x29203,10991 Heather Junction Suite 230,Lake Jonathanport,New York,24408,Employed,>$100k,Savings,2017-09-20,7219,89,60697,Yes,72,0,1,Never,Mortgage;Credit Card;TFSA,No,No,0,Yes,43164
1718,Jonathan,Ramsey,21,Male,tinatran@example.com,635-207-9335x417,44258 Jonathan Station,Markborough,Florida,02684,Student,$60k–$100k,Savings,2019-06-02,9761,76,60211,No,37,5,2,Never,TFSA;Credit Card,No,Yes,138155,No,0
1719,Shelley,Bridges,55,Other,aalvarado@example.org,207.449.3012x75632,0888 Acosta Expressway,East Ronnietown,Massachusetts,03797,Employed,>$100k,Business,2024-07-19,898,96,34057,Yes,42,1,2,Weekly,RRSP;Credit Card;TFSA;Mortgage,Yes,No,0,Yes,93787
1720,Hannah,Clark,22,Other,michellegreene@example.net,283-481-6737x89287,891 Morgan Turnpike Suite 916,Julianside,North Dakota,10770,Unemployed,$60k–$100k,Joint,2017-02-16,3931,35,63645,No,84,4,3,Rarely,Mortgage;RRSP,No,Yes,38185,Yes,72940
1721,Jonathan,Graham,29,Male,millerjose@example.org,(599)747-0289,303 Gabriel Spur Suite 839,Port Janice,Kentucky,47366,Student,$30k–$60k,Joint,2022-09-20,3472,62,7257,Yes,7,3,2,Weekly,Credit Card;TFSA;Mortgage,Yes,Yes,127379,No,0
1722,Rachel,Wilson,54,Other,longkimberly@example.com,001-986-552-7323x1148,8021 Michael Point Apt. 315,Carlshire,Oregon,10757,Unemployed,>$100k,Business,2021-06-28,4541,9,38310,Yes,23,0,3,Weekly,TFSA;Mortgage;RRSP;Credit Card,No,Yes,355286,No,0
1723,Natasha,Jackson,50,Female,jonathonparks@example.org,896.347.0239,49235 Williams Forges Suite 263,Ashleyfurt,South Carolina,86068,Employed,<$30k,Chequing,2024-02-23,6992,65,36442,No,48,0,2,Rarely,Credit Card;RRSP,Yes,Yes,65524,Yes,88703
1724,Ellen,Shelton,18,Other,kimberly67@example.com,+1-863-328-1405x29847,8908 Kidd Pass Apt. 956,Lake Brian,Maryland,09361,Retired,<$30k,Savings,2021-02-13,788,95,75694,Yes,40,3,2,Rarely,RRSP;Credit Card;TFSA;Mortgage,No,No,0,No,0
1725,Bridget,Waller,70,Other,shawngarcia@example.net,836-365-0785x7657,5370 Lauren Fork,Lake Victorport,North Dakota,81566,Unemployed,>$100k,Savings,2022-05-07,7625,83,36137,Yes,11,3,0,Rarely,Mortgage;RRSP,No,Yes,25194,Yes,98281
1726,Howard,Reynolds,55,Male,hendersondaniel@example.com,(482)523-5364,061 Berger Fields,Rodriguezburgh,North Carolina,25918,Employed,$60k–$100k,Savings,2019-02-04,9309,31,98479,Yes,58,3,3,Rarely,RRSP;TFSA;Credit Card,No,Yes,357868,No,0
1727,Kelly,Bautista,40,Other,gchandler@example.org,+1-339-289-4654x8760,2150 Bryan Light,Jillchester,Alabama,94832,Student,$30k–$60k,Joint,2021-07-23,7421,79,66849,No,47,4,1,Rarely,Mortgage;Credit Card;TFSA;RRSP,Yes,Yes,238190,No,0
1728,Joanne,Fowler,71,Male,rstevens@example.com,(388)592-6771x29491,8142 Steven Neck Apt. 133,West Amber,Alabama,06797,Employed,>$100k,Chequing,2021-08-14,9602,18,21887,No,83,1,3,Never,TFSA;Credit Card,No,No,0,No,0
1729,Deborah,Williamson,53,Other,tracygonzalez@example.com,(305)713-7668x03377,5227 Candice Locks Apt. 361,West Matthewtown,Indiana,06359,Student,<$30k,Joint,2021-04-09,7431,61,18870,Yes,70,2,3,Never,TFSA,Yes,Yes,242166,No,0
1730,Nicole,Poole,47,Other,robertswalter@example.net,592.540.3984x0689,53947 Arnold Drives,Bonnieberg,Maryland,60135,Unemployed,>$100k,Savings,2017-08-26,2973,43,8778,No,19,0,1,Never,Mortgage,No,Yes,11047,Yes,63021
1731,Derek,Bond,26,Other,alambert@example.net,632-518-7066x4740,41199 Smith Fords,Murphybury,South Carolina,68135,Employed,>$100k,Savings,2020-05-30,9539,83,74431,Yes,96,3,1,Rarely,TFSA;Mortgage;Credit Card,Yes,Yes,331108,Yes,25570
1732,Keith,Diaz,48,Female,robert59@example.net,789.422.4730x78324,35011 Raymond Track Suite 700,Vanceshire,Massachusetts,76335,Retired,>$100k,Chequing,2017-12-06,2301,34,98033,No,18,4,0,Weekly,RRSP,Yes,No,0,Yes,55439
1733,Charlotte,Hernandez,72,Other,ewhite@example.net,688.312.5771,539 Mcgee Heights Suite 457,West Veronica,Colorado,41454,Student,<$30k,Joint,2020-02-21,8332,33,24682,No,50,2,3,Daily,Credit Card,Yes,No,0,No,0
1734,Abigail,Rocha,28,Female,osmith@example.com,+1-674-871-5020x967,1834 Sara Plain Apt. 635,Seanmouth,Montana,31676,Retired,$30k–$60k,Chequing,2016-01-07,9424,6,18075,Yes,94,3,2,Daily,Credit Card,Yes,Yes,50025,Yes,90115
1735,Erica,Gonzales,73,Female,carlarodriguez@example.net,(440)685-5878x830,0052 Carla Run,New Lisastad,Connecticut,61767,Retired,<$30k,Joint,2024-01-29,2492,46,44298,Yes,59,1,3,Never,Credit Card;Mortgage;TFSA,No,No,0,Yes,20517
1736,Robert,Flores,28,Other,bjohnson@example.com,225.738.5432x92225,1169 Nolan Road Suite 718,Harrismouth,New Hampshire,68874,Retired,$60k–$100k,Business,2025-04-06,5952,61,83155,No,80,5,0,Weekly,Mortgage;RRSP,No,No,0,No,0
1737,Benjamin,Brown,68,Other,tracy00@example.net,841-309-1313x37503,0595 Selena Inlet,Kellyshire,Virginia,64221,Employed,$30k–$60k,Savings,2019-06-06,2039,79,32992,No,30,5,2,Weekly,RRSP;TFSA;Mortgage;Credit Card,No,Yes,297647,No,0
1738,Andrea,Gordon,22,Other,ifleming@example.net,+1-329-791-6781x475,271 Price Walk Apt. 502,Lake Robin,Oklahoma,58512,Retired,>$100k,Business,2018-07-23,1916,90,61436,Yes,26,5,3,Weekly,RRSP,No,Yes,365864,No,0
1739,Matthew,Weiss,55,Male,ryansosa@example.com,771-754-8174x59277,23868 Lee Islands Apt. 638,Lake Caseyville,Georgia,98012,Employed,$60k–$100k,Business,2025-01-14,4317,64,7050,No,41,5,3,Never,Credit Card;Mortgage,Yes,Yes,469373,No,0
1740,Monica,Kane,35,Other,katrina93@example.org,6339035319,8761 Phillips Forest Apt. 920,New Troy,New Hampshire,63186,Retired,$30k–$60k,Chequing,2021-12-04,2982,77,5265,No,69,1,2,Rarely,Mortgage;TFSA,No,Yes,382738,No,0
1741,Kathleen,Barron,75,Male,amandabrown@example.net,960-364-6896,4026 Beck Drive Suite 422,Higginsside,South Carolina,62958,Employed,$30k–$60k,Chequing,2021-09-05,6553,88,59611,No,100,2,0,Rarely,RRSP,No,No,0,Yes,28916
1742,Samantha,Vang,33,Male,ltodd@example.com,+1-477-724-2262x263,0304 Hall Corners Suite 687,North Jenniferhaven,Minnesota,23237,Retired,$30k–$60k,Business,2017-02-20,7001,42,55078,Yes,39,3,0,Rarely,Credit Card;RRSP;Mortgage,Yes,No,0,No,0
1743,Walter,Moore,26,Male,danielharris@example.org,+1-410-901-4631x610,6324 Morrison Valleys,Jeremytown,Kentucky,28370,Student,<$30k,Savings,2019-07-09,5418,86,32614,Yes,65,5,1,Never,TFSA;RRSP,No,Yes,55917,Yes,58742
1744,Lance,Blackwell,63,Female,jcoleman@example.net,001-580-996-4375x03592,7514 Walker Mews,Danaton,Georgia,66359,Employed,>$100k,Savings,2019-08-06,1536,80,91251,No,30,0,1,Daily,Credit Card;Mortgage;TFSA,No,No,0,No,0
1745,Sharon,Reed,41,Female,rmcbride@example.org,(517)499-9811,42153 Dylan Square Apt. 493,Samanthaside,Colorado,00829,Employed,>$100k,Chequing,2019-12-12,2030,69,36858,Yes,3,1,1,Rarely,RRSP;Mortgage,No,No,0,Yes,47782
1746,Nathaniel,Brown,30,Male,thomas24@example.org,765.295.1667x0016,006 Cruz Bridge Apt. 222,South Stevenfurt,Wyoming,67987,Unemployed,$60k–$100k,Chequing,2016-04-03,1295,47,47152,Yes,98,4,2,Daily,Mortgage;TFSA;RRSP,No,No,0,Yes,13161
1747,Christine,Barnes,57,Other,michelle01@example.org,691.440.4580,77840 Coleman Freeway,Dawsonmouth,Maryland,47967,Employed,$60k–$100k,Chequing,2017-01-14,9027,39,5297,Yes,27,0,0,Never,Mortgage;TFSA;Credit Card;RRSP,Yes,Yes,425914,Yes,81513
1748,Susan,Walker,28,Male,kellysmith@example.net,+1-317-768-4283x20727,13916 Ewing Motorway,Wadeside,North Dakota,53574,Student,$60k–$100k,Savings,2020-06-04,7735,62,8922,Yes,12,4,1,Rarely,TFSA,Yes,Yes,234726,Yes,11274
1749,Sarah,Greer,57,Male,jbeard@example.com,(766)472-1251x963,71540 Lamb Island Apt. 574,Jamesville,New Mexico,31250,Unemployed,>$100k,Business,2016-08-23,915,72,6944,Yes,27,1,3,Daily,RRSP;Mortgage;Credit Card,No,No,0,No,0
1750,Daniel,Miller,65,Female,brianhendricks@example.com,(950)942-2529,1307 Cynthia Vista Suite 818,Lorettachester,Rhode Island,54030,Employed,$60k–$100k,Chequing,2023-04-19,4028,98,5848,No,38,2,0,Rarely,Mortgage,Yes,Yes,314549,No,0
1751,Sharon,Gaines,64,Male,marklopez@example.net,(554)502-4024,2825 Courtney Keys,New Steven,Ohio,59137,Employed,<$30k,Joint,2021-04-20,9111,90,42091,Yes,52,5,2,Daily,TFSA;RRSP;Mortgage;Credit Card,No,Yes,406307,No,0
1752,Erin,Gilmore,40,Other,jacksonjeff@example.com,467-256-0233x6262,5140 Walker Mountains,Jamiechester,Georgia,22082,Employed,$60k–$100k,Joint,2022-03-09,8865,14,72428,Yes,49,0,1,Weekly,TFSA;Mortgage,No,No,0,Yes,34503
1753,Monica,Lee,53,Female,wellsangela@example.net,930-232-6146x04799,778 Harris Cove Apt. 671,Danielberg,Oklahoma,93390,Student,$60k–$100k,Joint,2024-08-15,9532,17,8296,No,55,3,3,Rarely,Mortgage;RRSP;Credit Card;TFSA,Yes,No,0,Yes,21476
1754,Robert,Lewis,80,Other,davismadison@example.com,357-526-0010x717,20333 Ferguson Course Suite 464,Lorettashire,Alaska,05143,Unemployed,>$100k,Joint,2023-08-19,1870,22,63398,Yes,25,2,3,Never,TFSA;Credit Card;Mortgage;RRSP,No,Yes,90996,Yes,44100
1755,Christopher,Fernandez,47,Male,watkinstodd@example.org,+1-217-443-8758x0181,09981 Lauren Island Apt. 691,Ericfort,South Carolina,23732,Retired,>$100k,Chequing,2023-01-02,6306,44,88950,No,78,4,3,Never,TFSA;Credit Card;Mortgage;RRSP,Yes,No,0,Yes,50584
1756,James,Macias,53,Female,zcampos@example.net,983-780-9128x711,3755 Hanson Hills,Port Brenda,Louisiana,68152,Employed,$60k–$100k,Chequing,2023-10-13,4324,60,40652,No,52,1,3,Weekly,TFSA,Yes,No,0,No,0
1757,Scott,Kramer,22,Female,smithbrendan@example.com,001-283-609-2465x2826,17149 Santos Courts,East Marcusstad,Oregon,13457,Retired,$30k–$60k,Business,2021-09-21,5358,20,28014,No,94,0,3,Weekly,RRSP;Credit Card,No,No,0,Yes,23242
1758,John,Shaw,46,Other,stevensonlauren@example.com,+1-787-447-9746x1409,42418 Perez Villages Suite 549,Rothtown,Texas,83897,Employed,$60k–$100k,Joint,2015-12-14,3802,54,64166,No,34,1,1,Weekly,Mortgage;Credit Card,No,Yes,482272,Yes,34573
1759,Vincent,Turner,80,Other,lindseyrichard@example.com,(481)945-8245,7500 Steven Drive,Lake Amber,Georgia,82731,Employed,<$30k,Chequing,2019-04-06,630,32,47213,Yes,33,3,0,Weekly,TFSA,No,Yes,114713,No,0
1760,Justin,Sampson,21,Male,thomasreed@example.net,429.286.3230x2531,517 Mckinney Mall Suite 151,Lake Donna,New York,76559,Employed,>$100k,Joint,2021-03-13,5708,72,45331,No,50,1,3,Weekly,Mortgage,Yes,No,0,Yes,14167
1761,Jason,Butler,29,Male,dfoster@example.com,+1-796-204-1320x6500,686 Amanda Ways,Josephshire,Colorado,15993,Unemployed,<$30k,Joint,2019-02-03,6601,29,90777,Yes,89,4,0,Daily,RRSP;TFSA,No,No,0,Yes,57988
1762,Steven,Ponce,45,Other,barberbrandon@example.org,+1-729-799-0910x39699,44661 Johnson Common Apt. 938,Miguelmouth,California,20342,Student,$60k–$100k,Savings,2017-12-17,9832,55,22193,Yes,84,3,3,Rarely,Credit Card;RRSP;TFSA,No,Yes,97790,No,0
1763,Felicia,Pitts,80,Other,charlesalyssa@example.net,805.730.8225,63024 Brittany Causeway Apt. 998,West Sylvia,Kentucky,18849,Employed,>$100k,Business,2017-08-08,5282,64,48359,Yes,41,3,0,Never,TFSA;Credit Card,Yes,No,0,Yes,87926
1764,Jared,Joseph,48,Female,smiller@example.net,+1-551-413-3895,026 Pittman Lake,Liuberg,Minnesota,14504,Student,$60k–$100k,Chequing,2015-08-26,6611,63,38747,No,91,3,1,Never,Credit Card,No,No,0,Yes,74285
1765,Nathan,Drake,42,Other,iwade@example.net,606-334-2045x825,820 Newton Cove Apt. 423,Jeremymouth,Utah,56660,Unemployed,>$100k,Business,2020-01-30,2067,10,34776,No,94,0,2,Never,Credit Card;RRSP,Yes,No,0,Yes,49767
1766,Sheryl,Wilson,79,Female,ypoole@example.org,295.455.3344x864,83522 Regina Lodge Suite 132,Kingview,Maine,35788,Unemployed,<$30k,Chequing,2017-07-27,4016,76,83552,Yes,12,1,1,Never,RRSP;TFSA,Yes,Yes,129424,No,0
1767,Sean,Thompson,30,Male,fkelly@example.net,(470)395-2737x12256,85394 Christina Ramp Suite 264,Port Dustin,Utah,49554,Unemployed,$30k–$60k,Savings,2018-11-04,8675,100,39277,No,68,5,2,Never,Credit Card;RRSP;Mortgage;TFSA,Yes,Yes,206302,No,0
1768,Jeffrey,Stewart,30,Female,kgonzales@example.net,890.343.2253x8635,0267 Miller Key,Collinsfort,Delaware,40206,Unemployed,<$30k,Savings,2015-11-30,920,26,3652,No,86,1,1,Daily,RRSP,Yes,No,0,Yes,48793
1769,Francisco,Smith,75,Male,berrykaren@example.org,259-324-3875x1978,7532 Garrett Hill,Port Thomaschester,North Carolina,15716,Student,<$30k,Joint,2020-07-25,8018,24,65723,No,0,1,1,Daily,Credit Card;RRSP;TFSA,No,No,0,Yes,92597
1770,Timothy,Morris,35,Female,adammiller@example.com,7449609200,8817 Kim Landing Suite 750,Nicholasland,New Mexico,83634,Student,<$30k,Joint,2016-07-28,2007,44,32929,Yes,85,5,2,Never,TFSA;Mortgage;Credit Card,No,Yes,452259,No,0
1771,Lauren,Meyer,52,Male,rose48@example.org,563.436.4406x1368,91859 Tiffany Parkway,Amyport,Rhode Island,13982,Student,<$30k,Business,2016-05-25,3959,45,79465,Yes,49,3,0,Weekly,RRSP,Yes,Yes,179915,No,0
1772,Heather,Henderson,63,Male,zacharycalderon@example.org,622-430-9350x98088,3255 Romero Route Suite 594,Larsenmouth,Illinois,73397,Student,$30k–$60k,Business,2020-12-28,3623,64,56834,No,76,5,2,Daily,TFSA;Mortgage;RRSP;Credit Card,No,Yes,256530,Yes,43935
1773,Clarence,Smith,75,Other,ubrown@example.org,8939811212,7091 Benjamin Plaza Suite 488,Port Barbara,Tennessee,60728,Student,<$30k,Savings,2024-11-16,4545,16,58593,Yes,20,3,3,Never,RRSP,No,Yes,340499,Yes,85971
1774,Barbara,Lawson,55,Other,emckay@example.com,919-556-3956x39652,8658 Vega Inlet Apt. 530,Youngborough,Minnesota,99920,Employed,>$100k,Joint,2024-08-14,3575,77,8208,No,25,3,1,Daily,Mortgage;TFSA,Yes,No,0,Yes,18889
1775,Madison,Little,74,Female,nbutler@example.net,+1-785-320-5611,492 Turner Walks,New James,Missouri,59103,Retired,$30k–$60k,Savings,2024-05-06,703,62,42996,No,34,5,3,Never,Mortgage,Yes,Yes,137583,No,0
1776,Lori,Christian,36,Female,eugenewalsh@example.com,+1-768-519-5702x051,357 Sanchez Walks Suite 595,East Belinda,Tennessee,39894,Retired,<$30k,Joint,2024-08-03,1386,48,56838,No,8,4,1,Weekly,TFSA,No,Yes,320727,No,0
1777,David,Williams,66,Female,josephamber@example.com,537.236.6834x0643,6798 Cox Mills,North Annaland,Iowa,09623,Unemployed,$30k–$60k,Business,2020-10-03,4373,43,19307,No,34,4,2,Rarely,RRSP;Mortgage;Credit Card;TFSA,Yes,No,0,Yes,91691
1778,Lisa,Gross,77,Female,jonescaitlin@example.net,225.598.4732x6378,536 Bryan Street,Ianville,Alabama,13978,Retired,$30k–$60k,Chequing,2015-10-01,8174,16,55234,Yes,16,0,3,Never,TFSA;Credit Card;RRSP,Yes,No,0,No,0
1779,Kathleen,Peters,66,Other,alyssastrickland@example.org,+1-816-259-8319x8632,5724 Jordan Crest,Walterland,Michigan,68130,Retired,$30k–$60k,Business,2021-12-08,854,18,40326,Yes,80,5,3,Never,Mortgage,No,No,0,Yes,89500
1780,Sara,Peterson,79,Other,itaylor@example.com,609.904.3124x0032,828 Jill Ridges,Matahaven,Maine,56166,Retired,$30k–$60k,Business,2018-06-17,2344,64,57243,No,60,0,3,Rarely,TFSA;RRSP;Credit Card;Mortgage,No,No,0,Yes,81694
1781,Ariana,Taylor,37,Male,bwilliamson@example.net,(665)462-5949x7172,643 Galloway Court Suite 860,New Troyfort,Pennsylvania,14175,Retired,$30k–$60k,Joint,2021-08-30,4163,94,59301,No,89,0,1,Rarely,RRSP;TFSA;Mortgage,Yes,Yes,360195,Yes,29429
1782,Sarah,Gonzalez,68,Other,ejohnson@example.com,(903)826-4748,92370 Benson Estate Apt. 213,Kendrafurt,Georgia,17790,Unemployed,>$100k,Chequing,2022-11-27,4509,69,99857,No,91,4,2,Never,Credit Card;RRSP;Mortgage,No,No,0,No,0
