client_id,first_name,last_name,age,gender,email,phone_number,address,city,province,postal_code,employment_status,income_bracket,account_type,account_open_date,avg_monthly_balance,avg_monthly_transactions,total_transaction_volume,loan_products,credit_card_usage_percent,num_overdrafts_last_6_months,missed_payments_last_12_months,online_banking_usage,products_owned,has_investment_account,has_mortgage,mortgage_balance,has_auto_loan,auto_loan_balance,age_group
1037,Christopher,Newman,50,Female,stephen43@example.com,701-598-4703x02243,05955 Frank Plain Apt. 555,Robertfurt,Quebec,64683,Student,<$30k,Savings,2024-12-08,3621,36,14813,Yes,17,2,2,Weekly,Credit Card;Mortgage;RRSP,Yes,No,0,Yes,96706,45-54
1038,David,King,29,Female,daniellemccall@example.net,216.404.3067x902,123 Lisa Neck,Johnsonville,Saskatchewan,86814,Student,$60k–$100k,Chequing,2018-01-22,811,70,14659,Yes,22,1,3,Weekly,TFSA;Mortgage;RRSP;Credit Card,No,No,0,Yes,60246,25-34
1039,Joel,Coleman,22,Other,april62@example.org,990-977-8388x96724,4146 Friedman Tunnel Suite 195,Lake Stephanieport,Nova Scotia,95954,Retired,$60k–$100k,Chequing,2016-01-21,5556,5,74018,Yes,77,5,1,Rarely,Mortgage,Yes,Yes,482004,Yes,58109,18-24
1040,Michael,Saunders,24,Other,samanthakim@example.org,(828)648-6374,1232 Kristen Ridge Suite 954,South Micheleville,Quebec,26071,Student,<$30k,Chequing,2018-10-08,9791,76,40494,No,21,4,3,Never,TFSA;RRSP,Yes,Yes,21220,Yes,74832,18-24
1041,Juan,Sims,62,Female,sanchezdaniel@example.org,001-838-805-2909,20614 Merritt Park,Lake Jamesstad,British Columbia,21035,Retired,$60k–$100k,Chequing,2019-03-30,2053,26,31699,Yes,69,5,2,Never,Credit Card;RRSP,No,Yes,238955,No,0,55+
1042,Lauren,Shaw,37,Male,catherineshaw@example.com,2405925338,7536 Anderson Mountain,Lawsontown,Ontario,46591,Retired,>$100k,Business,2019-07-21,9336,75,57467,No,97,1,3,Never,Mortgage;Credit Card;RRSP,Yes,Yes,228542,Yes,41829,35-44
1043,Jason,Hunter,41,Male,ehubbard@example.com,713.481.2105,09446 Carney Landing,South Mary,Ontario,40901,Unemployed,>$100k,Chequing,2017-10-31,8942,30,1411,Yes,28,0,3,Never,Mortgage;RRSP,Yes,No,0,No,0,35-44
1044,Arthur,Rodriguez,52,Female,brownjason@example.org,(592)586-2187x695,83802 Jordan Landing,North Sharon,Ontario,51136,Retired,>$100k,Chequing,2021-05-14,6364,24,31673,No,86,1,3,Rarely,TFSA;Credit Card;RRSP;Mortgage,Yes,Yes,145832,Yes,12293,45-54
1045,Randy,Bradshaw,52,Male,ricardomyers@example.org,(619)709-4276,118 Michael Trace Suite 282,Johnsonville,Quebec,36639,Student,$60k–$100k,Savings,2020-12-27,8835,14,98495,No,70,0,1,Never,Credit Card,No,No,0,Yes,22838,45-54
1046,Christian,Morgan,28,Male,victoria15@example.com,390-372-5993x5362,11608 Holmes Spurs Apt. 335,Derekburgh,British Columbia,46228,Student,>$100k,Joint,2023-04-16,2686,88,50481,No,25,0,2,Weekly,Credit Card,No,Yes,237044,Yes,99336,25-34
1047,Kevin,Chambers,65,Female,craig11@example.com,(903)363-4763,3573 Jasmine Path Suite 606,Port Mariaview,Ontario,99440,Unemployed,>$100k,Savings,2018-07-29,5076,8,58747,Yes,69,3,3,Rarely,Credit Card;TFSA,Yes,No,0,No,0,55+
1048,Danielle,Robinson,35,Male,fletchermaria@example.org,+1-452-763-8332,8428 Seth Camp,Davidmouth,Quebec,79422,Unemployed,$30k–$60k,Chequing,2024-02-01,4751,66,8567,Yes,93,2,1,Never,TFSA;Credit Card,Yes,No,0,Yes,11242,35-44
1049,Russell,Cook,59,Female,perkinsricardo@example.net,344.572.6733,7295 Paul Overpass,Williamschester,British Columbia,69666,Student,$60k–$100k,Savings,2025-04-23,7265,76,91757,No,52,3,3,Rarely,TFSA,No,No,0,No,0,55+
1050,Amy,Barker,46,Female,flemingdaniel@example.org,001-594-999-4199x78038,3294 Monroe Lodge,East Jose,Alberta,35868,Unemployed,<$30k,Chequing,2023-07-31,5897,77,17585,Yes,30,1,2,Daily,Credit Card;Mortgage;TFSA,No,Yes,300542,No,0,45-54
1051,Sabrina,Schmidt,40,Female,danamitchell@example.net,001-428-466-5510,1569 Lewis Courts,New Laurenhaven,Ontario,66038,Retired,<$30k,Business,2018-05-04,5085,91,39581,No,10,0,3,Rarely,Mortgage;RRSP;TFSA;Credit Card,No,No,0,Yes,20292,35-44
1052,Alyssa,Cuevas,28,Other,tracy74@example.org,808-531-5559,915 Anderson Ports Suite 434,Lake David,Alberta,37621,Retired,$30k–$60k,Chequing,2021-12-05,5219,39,93734,No,77,3,0,Daily,Mortgage;Credit Card;TFSA,Yes,Yes,499970,No,0,25-34
1053,James,Moss,49,Female,jamiejohnson@example.org,722.277.2245x491,2919 Nicole Trail,Adamsbury,Ontario,61950,Student,$60k–$100k,Savings,2025-03-10,5266,5,64141,No,2,4,0,Never,Mortgage;TFSA;Credit Card;RRSP,No,No,0,Yes,46083,45-54
1054,Monique,King,62,Other,derricktucker@example.com,001-421-572-4274x53810,472 Miller Meadows Suite 715,Meganfurt,British Columbia,13985,Employed,$60k–$100k,Chequing,2016-09-19,2556,23,1192,No,62,1,2,Weekly,Mortgage;Credit Card,No,No,0,No,0,55+
1055,Adam,Robertson,67,Female,parkerwillie@example.org,+1-964-963-8740x014,159 Carroll Light Suite 905,West Christina,Quebec,66252,Unemployed,$60k–$100k,Chequing,2022-06-15,8680,43,7206,No,6,0,2,Rarely,Mortgage;Credit Card;RRSP,No,No,0,No,0,55+
1056,Jody,Smith,75,Male,holmesann@example.net,347-578-9384x48119,538 Joy Hill,Heatherborough,New Brunswick,95442,Student,$30k–$60k,Chequing,2020-02-24,4300,54,46592,No,37,1,1,Weekly,Mortgage;TFSA,Yes,Yes,427414,No,0,55+
1057,Carl,Long,24,Male,vparker@example.com,001-213-280-1371,8146 Reilly Island Suite 710,Port Phillipton,Quebec,47148,Student,$60k–$100k,Savings,2022-07-20,9478,66,48342,Yes,37,3,2,Daily,Mortgage,No,Yes,30739,No,0,18-24
1058,James,Jones,53,Male,ichavez@example.com,+1-424-811-2080x1397,1858 Emily Way Suite 045,Port Kimberlytown,Ontario,90627,Employed,$60k–$100k,Chequing,2015-11-21,6406,8,50780,Yes,29,5,3,Daily,RRSP;Credit Card;TFSA,No,No,0,Yes,67752,45-54
1059,Matthew,Flores,24,Male,fmoon@example.org,726.825.5472,67269 Craig Harbor Suite 829,Alexandertown,Quebec,75842,Employed,$30k–$60k,Chequing,2025-01-20,8034,41,80348,No,89,1,2,Never,Mortgage;Credit Card;RRSP,Yes,Yes,213849,No,0,18-24
1060,Mikayla,Pineda,34,Male,thomashunter@example.com,(610)514-3094x2444,0244 Kristen Trace,Jasminechester,Ontario,56126,Retired,>$100k,Chequing,2020-05-11,7902,46,66336,Yes,82,0,1,Weekly,Credit Card;RRSP;Mortgage,No,Yes,417254,No,0,25-34
1061,Gabriela,Patrick,35,Female,csherman@example.org,(393)345-1296x0447,415 Miguel Lodge,Port Jennifer,Quebec,50486,Employed,$30k–$60k,Chequing,2017-09-10,1324,55,31579,Yes,28,0,2,Never,Mortgage;RRSP;Credit Card;TFSA,Yes,Yes,121812,Yes,37936,35-44
1062,Jeffrey,Smith,66,Other,freemantimothy@example.com,391-582-3914x56126,30782 Michelle Forges,North Teresamouth,Quebec,38831,Employed,<$30k,Chequing,2018-07-07,9632,35,88307,No,76,3,0,Rarely,Credit Card;Mortgage;RRSP;TFSA,Yes,No,0,Yes,33287,55+
1063,Rodney,Long,29,Other,krystal47@example.com,001-857-380-3743x052,1062 Christopher Street,Pierceport,Ontario,29698,Unemployed,<$30k,Savings,2022-12-17,6986,66,49109,Yes,10,5,0,Never,TFSA,Yes,No,0,Yes,82608,25-34
1064,Emily,Dean,67,Male,justinjones@example.com,(718)972-6064x0162,77114 Kathy Green,Petermouth,Quebec,52228,Unemployed,$30k–$60k,Business,2022-12-08,640,83,49529,Yes,28,0,3,Daily,Credit Card;TFSA;Mortgage,No,Yes,412146,No,0,55+
1065,Carol,Williams,24,Male,rogergarner@example.org,+1-703-996-4516,9805 Geoffrey Road,Rebeccaport,Quebec,72080,Retired,$60k–$100k,Savings,2019-08-07,6128,19,41669,Yes,66,4,0,Rarely,Credit Card;RRSP,Yes,No,0,No,0,18-24
1066,James,Daugherty,40,Other,hallmark@example.net,911.905.0288x6103,040 White Stravenue Suite 671,Lake Kendra,Quebec,64312,Retired,$60k–$100k,Joint,2018-10-22,5680,62,68565,No,55,4,3,Rarely,Credit Card;RRSP;Mortgage,No,No,0,No,0,35-44
1067,James,Reyes,44,Female,kingrichard@example.net,001-492-443-2632,02698 Parrish Spurs,New Johnstad,Quebec,33969,Retired,$60k–$100k,Chequing,2024-04-18,9409,48,38629,Yes,61,3,3,Daily,TFSA;Credit Card;Mortgage;RRSP,Yes,Yes,214102,Yes,20683,35-44
1068,Clifford,Rodriguez,27,Female,devinbond@example.com,569-232-9098x81668,530 James Squares,West Jessica,Ontario,92374,Unemployed,$60k–$100k,Chequing,2020-04-11,4478,61,55924,No,51,1,1,Weekly,Credit Card;TFSA;RRSP;Mortgage,No,No,0,No,0,25-34
1069,Andrew,White,64,Female,suelewis@example.org,001-737-949-2648x698,4161 Jonathon Turnpike,North Laurabury,Ontario,33547,Unemployed,$60k–$100k,Savings,2018-02-23,776,28,65982,No,63,0,3,Daily,TFSA;Credit Card;RRSP;Mortgage,Yes,No,0,Yes,97608,55+
1070,Alan,George,26,Other,kellytravis@example.org,484-852-3469x01146,1810 Michael Point Suite 099,South Rachel,British Columbia,77335,Student,>$100k,Chequing,2019-08-27,7131,41,75575,Yes,27,2,1,Daily,Mortgage;TFSA;Credit Card;RRSP,No,Yes,110857,No,0,25-34
1071,Amanda,Cole,37,Female,shelbyhale@example.org,+1-543-300-9573x2537,1470 Matthew Island,Harrisonfurt,Ontario,19692,Employed,>$100k,Savings,2018-12-28,538,79,31181,Yes,31,3,2,Rarely,Credit Card;Mortgage;TFSA;RRSP,No,No,0,Yes,74884,35-44
1072,Sean,Smith,25,Other,diazthomas@example.com,9139395312,306 Kayla Via,North Cynthia,Ontario,95007,Employed,<$30k,Savings,2021-09-02,2613,17,24101,No,72,5,2,Weekly,RRSP;TFSA,No,No,0,No,0,25-34
1073,Belinda,Sawyer,62,Other,johnstonkatie@example.net,001-578-318-7990,67592 Jordan Spur,Stevenland,Quebec,12221,Student,$60k–$100k,Savings,2020-10-17,8092,82,86174,Yes,52,4,1,Daily,RRSP;TFSA;Credit Card,No,No,0,Yes,49126,55+
1074,Allison,Martinez,24,Male,ahenderson@example.org,001-922-894-8763x1840,7735 Swanson Rapids,West Sara,Quebec,92916,Employed,>$100k,Chequing,2021-03-10,2197,31,32457,No,69,5,1,Weekly,Credit Card;RRSP,No,No,0,Yes,89456,18-24
1075,Alison,York,48,Male,russellmichael@example.com,534-586-3847,340 Mary Hills,Lake Daniel,Ontario,79287,Unemployed,>$100k,Savings,2021-02-21,783,21,27075,Yes,85,5,0,Never,Credit Card,No,Yes,362817,No,0,45-54
1076,Nichole,Haynes,36,Male,treese@example.com,590-563-0293x973,464 Brandon Road Suite 660,New Steven,Quebec,77605,Unemployed,<$30k,Chequing,2020-08-26,6440,51,17703,Yes,97,2,1,Rarely,RRSP;Mortgage;TFSA,Yes,Yes,206705,Yes,54096,35-44
1077,Bradley,Porter,79,Female,david82@example.net,(403)970-5596x8167,30979 Crystal Bypass Apt. 296,Shelbyport,British Columbia,39861,Student,$30k–$60k,Chequing,2023-08-28,7948,25,80369,Yes,84,3,3,Never,Mortgage;Credit Card;RRSP;TFSA,Yes,No,0,No,0,55+
1078,Maria,Santiago,42,Female,gthompson@example.com,+1-880-786-2961x58863,0635 Johnson Summit Suite 307,Lake Aliciahaven,Ontario,58360,Retired,$30k–$60k,Savings,2020-06-05,8621,21,66814,Yes,13,5,1,Daily,RRSP,No,No,0,Yes,95916,35-44
1079,Shane,Gonzalez,26,Female,candice44@example.com,696-468-0532x67862,941 Kyle Fields,Manningview,Ontario,99429,Retired,>$100k,Savings,2023-06-26,7285,93,33175,No,35,1,1,Weekly,TFSA;Credit Card;RRSP,Yes,No,0,Yes,28874,25-34
1080,Robert,Stanton,22,Male,oharvey@example.net,001-209-749-2957x083,65579 Samuel Tunnel,Paulstad,Alberta,31662,Unemployed,<$30k,Joint,2017-10-13,6640,6,81866,Yes,96,4,0,Weekly,TFSA;Mortgage;RRSP,No,Yes,131158,Yes,89702,18-24
1081,Jasmine,Duran,61,Female,jodisanchez@example.org,+1-750-544-2947,5754 Santana Estate Apt. 929,South Codyhaven,Alberta,56296,Retired,>$100k,Joint,2019-10-02,7954,60,6794,Yes,35,5,2,Daily,Mortgage,No,Yes,344499,No,0,55+
1082,Julie,Walton,37,Male,bjohnson@example.com,627.835.6138,7909 Kathleen Street Apt. 565,Singletonberg,Nova Scotia,50210,Employed,<$30k,Chequing,2016-08-19,2033,50,17875,Yes,25,2,3,Daily,Credit Card;RRSP,No,Yes,328433,Yes,57090,35-44
1083,Debra,Brown,50,Other,moralesjoshua@example.com,321.893.2368,68064 Katherine Drive,Anthonyview,Quebec,98868,Unemployed,<$30k,Chequing,2018-12-14,6065,29,76475,No,96,4,0,Rarely,RRSP,Yes,Yes,191225,Yes,83839,45-54
1084,Victoria,Berger,26,Male,sandersderek@example.org,+1-208-336-1605x54324,44873 Gail Villages,Lake Jenniferberg,Ontario,60501,Unemployed,>$100k,Savings,2021-11-24,5707,50,62479,Yes,0,0,1,Daily,TFSA;Credit Card;RRSP,Yes,No,0,Yes,87288,25-34
1085,Jennifer,Maynard,66,Female,srobertson@example.org,660.576.0263,220 Hodge Locks Suite 880,New Erica,British Columbia,2796,Student,>$100k,Chequing,2017-10-04,4075,70,67710,Yes,32,1,2,Rarely,TFSA,No,No,0,Yes,12386,55+
1086,Cheryl,Hamilton,61,Male,cynthiahughes@example.org,+1-425-590-5851,84384 Robert Key,West Jefferyberg,Quebec,47370,Employed,$60k–$100k,Business,2019-08-24,3423,6,54945,No,73,3,1,Rarely,TFSA,Yes,No,0,No,0,55+
1087,Matthew,Thomas,61,Male,tracey28@example.com,+1-901-394-9729x664,4305 Jensen Route Apt. 311,New Jessicaview,Ontario,74252,Retired,<$30k,Savings,2023-10-11,762,17,86736,Yes,50,4,1,Never,Credit Card,Yes,Yes,124431,Yes,43633,55+
1088,Theresa,Brooks,23,Other,henryashley@example.com,001-604-933-8734x31154,9144 Nash Junctions Apt. 189,New Luketon,Quebec,19575,Retired,$60k–$100k,Chequing,2019-08-01,3750,65,95320,Yes,50,2,0,Never,RRSP;Mortgage,Yes,Yes,210949,No,0,18-24
1089,Daniel,Ramirez,44,Female,garciapaige@example.net,440.770.1061x6925,4215 Woods Meadow Suite 588,New Brandon,Ontario,46794,Retired,$60k–$100k,Chequing,2017-09-22,5470,24,88037,Yes,70,1,3,Rarely,TFSA;RRSP,Yes,Yes,301319,No,0,35-44
1090,Angela,Dickson,58,Male,jonathan44@example.com,477.403.6642,2471 Dana Mills Suite 757,Suttonfurt,Ontario,19936,Unemployed,>$100k,Savings,2022-12-15,6414,32,30155,No,14,2,0,Rarely,Mortgage,No,No,0,No,0,55+
1091,Kathleen,Hall,41,Female,rthomas@example.org,886-537-6307x31707,9966 Thomas Center,North Ericport,New Brunswick,82387,Unemployed,<$30k,Business,2016-10-30,3841,75,32701,Yes,99,5,1,Rarely,TFSA;RRSP;Credit Card;Mortgage,Yes,Yes,459122,Yes,96312,35-44
1092,Carlos,Wright,34,Male,nlopez@example.org,914-750-8665x6873,911 Frazier Shoals,Port Rachel,Quebec,56664,Unemployed,$30k–$60k,Chequing,2024-09-20,6030,78,34308,No,38,4,3,Weekly,Credit Card;RRSP,No,No,0,Yes,63804,25-34
1093,Victoria,Velasquez,64,Female,andrewsmith@example.com,001-962-295-5735,92054 Shelia Squares,West Ernest,Quebec,99283,Unemployed,$60k–$100k,Chequing,2017-04-16,4470,87,39462,No,99,4,0,Never,RRSP;TFSA,Yes,No,0,No,0,55+
1094,Robert,Kelley,23,Other,evansanna@example.com,992-484-4788,0260 Lee Wall Suite 716,Huangport,Nova Scotia,13534,Employed,$60k–$100k,Joint,2022-10-22,7601,28,68884,No,93,4,2,Rarely,RRSP;TFSA,No,No,0,No,0,18-24
1095,William,Mcpherson,71,Other,william33@example.com,+1-431-291-9128x371,61236 Glenn Way Suite 457,Sarahside,Alberta,18975,Employed,<$30k,Joint,2020-06-08,7855,48,28669,No,100,4,2,Weekly,TFSA;Credit Card;RRSP,No,Yes,223422,No,0,55+
1096,Jonathan,Ward,26,Other,beckmatthew@example.org,(717)640-9192,65969 Baker Oval Apt. 169,Ericksonberg,Ontario,8055,Unemployed,$60k–$100k,Savings,2024-07-31,8159,32,42267,No,87,4,1,Never,RRSP;Mortgage;TFSA;Credit Card,No,Yes,222476,Yes,23472,25-34
1097,Jennifer,Howe,46,Female,youngcole@example.com,001-421-710-0045x067,18746 Cross Springs Apt. 129,Flemingbury,Ontario,69243,Unemployed,<$30k,Chequing,2024-12-06,6479,87,96227,Yes,45,1,0,Weekly,Credit Card;TFSA;RRSP;Mortgage,No,No,0,No,0,45-54
1098,Paul,Duffy,58,Female,christopher85@example.net,9774404211,6753 Bradford Corners,Port Jessica,Quebec,39620,Student,$60k–$100k,Chequing,2020-05-13,3868,56,8295,No,63,3,1,Rarely,Credit Card;RRSP,No,Yes,141830,No,0,55+
1099,Gregory,Rice,38,Female,bakerkimberly@example.com,805-365-9780x3777,11696 Travis Station Suite 355,South Johnport,Ontario,85275,Unemployed,>$100k,Chequing,2017-04-22,4677,14,33161,Yes,98,3,1,Rarely,TFSA;RRSP;Credit Card,Yes,Yes,19165,Yes,81202,35-44
1100,Susan,Green,59,Male,ryangardner@example.net,(985)668-9819x6219,83111 Carrie Divide Apt. 729,Thomasside,Quebec,96744,Retired,<$30k,Chequing,2021-10-31,3236,58,34460,Yes,84,1,1,Weekly,Mortgage,Yes,No,0,Yes,50994,55+
1101,Daniel,Johnson,35,Female,austinronald@example.net,369.317.9894x2533,31333 Pearson Summit Suite 950,Thomasstad,Manitoba,36997,Student,$30k–$60k,Chequing,2023-05-09,8957,22,85983,No,48,2,0,Weekly,RRSP;TFSA,Yes,No,0,Yes,90908,35-44
1102,Sarah,Gordon,25,Other,bcrawford@example.net,694-422-3580,682 Butler Street,Hurleyport,British Columbia,8092,Unemployed,<$30k,Chequing,2021-06-20,3016,57,88784,Yes,76,4,0,Rarely,Mortgage,Yes,No,0,No,0,25-34
1103,Nathan,West,55,Other,kathleenfuller@example.net,226-857-2350,092 Gay Circles Suite 070,Clintonbury,Ontario,34154,Student,>$100k,Chequing,2019-05-01,4253,100,22520,No,39,4,0,Daily,TFSA;RRSP;Credit Card,Yes,No,0,No,0,55+
1104,Samuel,Campbell,34,Female,michaeljimenez@example.com,448-212-8184x760,97458 Fry Port Apt. 376,Edwardsland,Ontario,25391,Student,$30k–$60k,Joint,2016-02-13,4264,77,38676,Yes,91,4,0,Rarely,RRSP;Mortgage;TFSA;Credit Card,Yes,No,0,Yes,84093,25-34
1105,John,Copeland,52,Other,wsmith@example.net,+1-211-837-9057x96531,353 Brown Radial,Davisview,Saskatchewan,60081,Unemployed,>$100k,Savings,2019-03-30,8990,55,37027,No,53,0,2,Daily,Credit Card;Mortgage;TFSA;RRSP,No,Yes,174646,Yes,43375,45-54
1106,Joseph,Richmond,18,Male,keviningram@example.org,893.896.2483x2497,458 Brian Mews,Huntfurt,Nova Scotia,14899,Unemployed,$30k–$60k,Savings,2024-11-01,9024,42,98478,No,96,3,1,Rarely,RRSP;Mortgage;Credit Card,No,Yes,336399,No,0,18-24
1107,Tina,Jones,56,Male,angela06@example.com,592.639.3395,5150 Carter Cliffs Suite 937,West Hannah,British Columbia,33332,Unemployed,>$100k,Joint,2024-07-05,6070,24,5343,No,17,4,1,Rarely,Credit Card;Mortgage;RRSP,No,Yes,63416,No,0,55+
1108,Anita,Smith,39,Other,gonzalezjoshua@example.com,413.348.0576,353 Phyllis Viaduct Suite 816,Lake Heather,Quebec,87322,Retired,>$100k,Chequing,2019-05-23,9109,21,3449,Yes,36,5,1,Daily,Mortgage;TFSA;RRSP,No,Yes,480147,No,0,35-44
1109,Terrence,Conley,54,Male,benjamin01@example.org,(312)978-5122x636,11588 Kayla Wells Apt. 141,South Carol,Quebec,78067,Student,>$100k,Savings,2025-04-11,1193,74,26125,No,21,1,3,Rarely,TFSA;Credit Card;RRSP,No,Yes,381985,Yes,67061,45-54
1110,Michelle,Martin,50,Male,billy23@example.org,704-965-8838,809 Brown Ports Suite 711,North Gregory,Quebec,96845,Unemployed,>$100k,Chequing,2017-02-06,4154,6,75269,No,61,3,1,Rarely,RRSP;TFSA,No,Yes,419901,Yes,38760,45-54
1111,Jason,Wood,67,Male,nicholasgardner@example.com,7753942265,948 Jeffrey Manor Apt. 273,Lake Kayla,Alberta,20289,Employed,$30k–$60k,Chequing,2018-08-11,8119,61,97654,No,91,0,0,Daily,TFSA;Mortgage,No,No,0,No,0,55+
1112,Jennifer,White,33,Female,tbanks@example.com,9842810164,9175 Donald Mall Apt. 029,Susanview,Quebec,79939,Unemployed,<$30k,Chequing,2022-01-11,9287,14,25955,No,85,3,3,Weekly,RRSP;Mortgage;Credit Card,Yes,No,0,Yes,93318,25-34
1113,James,Smith,68,Other,drewhamilton@example.com,001-712-915-3171x628,381 Hansen Street,North Brittanyberg,Ontario,69759,Employed,$30k–$60k,Savings,2017-05-31,8263,74,15802,No,56,0,2,Never,Credit Card,No,Yes,374721,No,0,55+
1114,Randall,Bonilla,28,Female,hollowaybrian@example.org,3868281528,67541 Alexa Trafficway,Port Emily,Ontario,8133,Retired,$30k–$60k,Joint,2019-02-15,4232,88,81873,Yes,1,0,1,Weekly,Credit Card,Yes,No,0,Yes,96265,25-34
1115,Denise,Brown,66,Male,djohnson@example.com,7714527898,13225 Rodriguez Springs Apt. 591,East Judyfort,Manitoba,9847,Retired,<$30k,Joint,2018-01-03,9791,38,4849,No,73,2,2,Weekly,Credit Card;Mortgage,No,No,0,Yes,6569,55+
1116,Matthew,Garcia,71,Other,wesley12@example.net,482.676.8063,575 Bradley Ranch,South Arthur,Ontario,87881,Unemployed,$60k–$100k,Savings,2022-09-10,2682,9,49478,No,55,2,3,Weekly,RRSP;TFSA;Mortgage;Credit Card,No,No,0,No,0,55+
1117,Gregory,Hughes,25,Male,mmcdonald@example.org,224.727.4192,43526 Hall Port,Millerborough,British Columbia,95983,Employed,$30k–$60k,Savings,2022-03-08,6210,38,14892,No,72,1,1,Rarely,Credit Card;Mortgage;RRSP,Yes,Yes,162805,Yes,64989,25-34
1118,Cynthia,Welch,23,Other,matthewgarcia@example.net,8729540550,49411 Braun Fords Apt. 758,Matthewside,Ontario,87927,Retired,$30k–$60k,Chequing,2017-02-03,1810,79,20587,No,7,2,3,Rarely,Credit Card,No,No,0,No,0,18-24
1119,Heather,Larsen,53,Male,gilberthale@example.net,001-335-666-0069x700,49400 Greene Ferry,Keithport,Quebec,20730,Unemployed,$30k–$60k,Chequing,2017-07-02,4139,13,83849,No,89,3,3,Never,TFSA;RRSP;Credit Card,Yes,Yes,288862,Yes,62491,45-54
1120,Derek,Jennings,53,Female,deleonjohn@example.org,5336354862,880 Miller Ridge,West Marieburgh,Ontario,99450,Unemployed,$60k–$100k,Chequing,2019-11-01,5890,56,43869,No,62,0,1,Never,RRSP;TFSA;Credit Card;Mortgage,Yes,No,0,Yes,43434,45-54
1121,Luis,Thompson,28,Other,gregory01@example.com,981-386-7388x86493,7533 Stephens Vista,Annetteland,Quebec,89465,Retired,$60k–$100k,Business,2017-12-13,8465,68,43360,No,13,2,3,Daily,TFSA,No,No,0,Yes,61342,25-34
1122,Elizabeth,Huff,29,Male,alexandermcdonald@example.org,(277)904-1281x909,0788 Joseph Road,Dawsonbury,Nova Scotia,80371,Student,<$30k,Chequing,2025-01-14,4639,91,59425,Yes,64,0,3,Never,TFSA,Yes,Yes,362796,No,0,25-34
1123,Diane,Rhodes,29,Male,billy35@example.org,3099150005,266 Smith Trail,Santiagochester,Quebec,19961,Student,$60k–$100k,Chequing,2025-04-11,7336,46,75981,Yes,23,4,3,Weekly,Credit Card;Mortgage;RRSP;TFSA,Yes,No,0,Yes,19034,25-34
1124,Vicki,Thompson,48,Male,cookecraig@example.net,394-688-6122x119,452 Johnson Pike Apt. 870,Port Ashleyview,Ontario,67985,Retired,>$100k,Chequing,2024-01-23,1350,83,73985,No,81,4,2,Weekly,Credit Card;RRSP;Mortgage,Yes,No,0,No,0,45-54
1125,Elijah,Sheppard,29,Male,woodstephen@example.net,760.243.3639x6804,27291 Nancy Pass Suite 979,Mariaside,Quebec,43457,Unemployed,$30k–$60k,Chequing,2020-04-10,1746,94,29859,No,53,4,1,Daily,Credit Card;RRSP,No,No,0,No,0,25-34
1126,Christopher,Griffin,22,Male,benjamin35@example.com,(261)570-2469,048 Julian Forge Suite 354,Fernandezbury,Quebec,42218,Unemployed,>$100k,Chequing,2023-12-29,5796,7,20608,Yes,19,3,0,Weekly,RRSP,No,No,0,No,0,18-24
1127,Christopher,Butler,64,Male,igardner@example.com,001-762-916-0174x901,16120 Martinez Alley,Lake Cherylland,Saskatchewan,45118,Retired,$60k–$100k,Savings,2021-11-23,4959,14,44222,Yes,18,3,3,Weekly,RRSP,No,Yes,95476,Yes,51034,55+
1128,Andrew,West,63,Male,qhuff@example.net,001-687-583-3096x1483,62004 Julia Hills,North Henry,Quebec,48563,Employed,$60k–$100k,Business,2017-10-12,1257,71,40206,No,24,1,1,Weekly,RRSP;TFSA;Credit Card;Mortgage,Yes,No,0,No,0,55+
1129,Connie,Wallace,38,Other,wmcdowell@example.org,001-569-669-4531x258,53141 Henderson Camp Apt. 198,Port Kathleenfurt,British Columbia,1099,Retired,>$100k,Chequing,2017-05-18,4910,50,97416,No,6,2,3,Daily,Credit Card;TFSA,No,Yes,33191,No,0,35-44
1130,Michael,Singh,19,Male,qdominguez@example.org,357.840.4450,066 Alvarez Hill,Mooremouth,Ontario,14878,Employed,$60k–$100k,Chequing,2015-11-29,9333,79,38996,No,47,3,0,Weekly,TFSA;Mortgage;RRSP;Credit Card,Yes,Yes,284032,No,0,18-24
1131,Austin,Palmer,30,Female,amanda51@example.net,700.816.4785x246,567 Edwin Lakes Apt. 735,New Bruce,New Brunswick,37074,Student,$60k–$100k,Savings,2024-04-07,858,72,21045,Yes,82,0,3,Daily,Mortgage,Yes,No,0,Yes,10529,25-34
1132,Joshua,Hughes,60,Male,raymondnguyen@example.net,001-713-348-2340,5733 Julie Islands,North Cameron,Ontario,62196,Retired,$60k–$100k,Joint,2015-08-23,5908,7,35023,Yes,95,0,0,Daily,TFSA;RRSP;Mortgage;Credit Card,No,No,0,No,0,55+
1133,Christine,Rodriguez,44,Other,scottsean@example.net,938-317-8502x5592,94340 Mann Crest Suite 354,Hernandezstad,Quebec,71226,Unemployed,<$30k,Joint,2019-11-14,1866,61,33688,No,3,1,2,Never,Credit Card;Mortgage;TFSA;RRSP,Yes,No,0,No,0,35-44
1134,Christopher,Hunt,53,Female,laura62@example.com,9033916419,09392 Johnson Green Suite 685,North Darrenmouth,Saskatchewan,70474,Retired,>$100k,Chequing,2018-04-06,5914,18,87590,Yes,77,1,0,Daily,Credit Card,Yes,No,0,Yes,33075,45-54
1135,Sandra,Vazquez,40,Other,kimberlymorgan@example.com,7138303528,2644 Cox Forges Apt. 844,South Ashley,Quebec,50538,Retired,$60k–$100k,Savings,2023-07-05,8504,68,68445,No,96,2,2,Rarely,RRSP;Credit Card;TFSA,No,No,0,No,0,35-44
