client_id,first_name,last_name,age,gender,email,phone_number,address,city,province,postal_code,employment_status,income_bracket,account_type,account_open_date,avg_monthly_balance,avg_monthly_transactions,total_transaction_volume,loan_products,credit_card_usage_percent,num_overdrafts_last_6_months,missed_payments_last_12_months,online_banking_usage,products_owned,has_investment_account,has_mortgage,mortgage_balance,has_auto_loan,auto_loan_balance
273,Brian,Mclaughlin,60,Male,Davidfreeman@Example.Net,459.813.0403X308,3267 Brian Green Suite 842,Lake Christopher,Quebec,81555,Retired,<$30K,Chequing,2020-03-03,4500,71,92003,No,18,5,2,Rarely,Rrsp;Credit Card;Mortgage,No,No,0,Yes,75380
274,Ian,Farrell,74,Other,Thorntonpaula@Example.Com,001-520-212-5641X39386,834 Friedman Lakes,North Christopherfurt,Ontario,37037,Student,>$100K,Savings,2020-01-24,7680,20,48390,Yes,32,0,2,Daily,Mortgage;Credit Card;Rrsp;Tfsa,No,Yes,294525,Yes,76606
275,Robin,Simon,54,Male,Donnarobinson@Example.Com,552.259.7515,4772 Ryan Brooks Apt. 194,Johnsonside,Nova Scotia,46286,Employed,$30K–$60K,Chequing,2017-11-14,2992,55,80085,Yes,95,4,2,Daily,Credit Card,Yes,No,0,No,0
276,Brittany,Bryant,28,Male,Angelajenkins@Example.Org,001-668-581-8378,741 White Station,Caseyhaven,British Columbia,77089,Employed,$30K–$60K,Chequing,2024-03-01,3373,49,86707,Yes,46,3,0,Rarely,Rrsp;Tfsa;Mortgage;Credit Card,Yes,Yes,482587,Yes,67657
277,Mark,Riddle,27,Female,Hannakimberly@Example.Net,752-608-1768X055,057 Bailey Loaf,New Ashleyburgh,Ontario,57507,Retired,$30K–$60K,Savings,2018-11-08,3030,25,60832,Yes,97,3,1,Never,Credit Card,No,No,0,No,0
278,Sandra,Ramirez,53,Other,Karen99@Example.Org,+1-867-836-3772X141,1933 Stacy Rest Apt. 704,Hernandezburgh,Alberta,74908,Retired,$30K–$60K,Savings,2015-12-27,2466,84,39518,Yes,35,5,3,Weekly,Tfsa,Yes,No,0,No,0
279,Derrick,Navarro,23,Male,Timothy64@Example.Org,001-430-945-2539,0398 Linda Park,Port Samuelstad,Manitoba,33544,Unemployed,$60K–$100K,Chequing,2018-05-20,3308,33,66879,No,31,1,3,Never,Rrsp;Tfsa;Credit Card;Mortgage,Yes,No,0,No,0
280,Jack,Goodman,24,Female,Lbenton@Example.Org,(911)540-3200,0473 Henry Springs Apt. 546,East Brandiville,Ontario,64847,Retired,>$100K,Chequing,2017-10-13,4583,24,33724,No,45,3,0,Weekly,Tfsa,Yes,No,0,Yes,51403
281,Natalie,Stein,51,Other,David06@Example.Org,(481)364-7378X41831,901 Zachary Land Apt. 330,Alexanderfort,Quebec,14566,Employed,<$30K,Savings,2020-01-17,3794,86,41155,Yes,56,4,3,Weekly,Mortgage,Yes,No,0,Yes,58952
282,Lisa,Mcguire,43,Male,Aaronpierce@Example.Net,(984)670-1413,8401 Zachary Pines Apt. 903,Austinborough,Ontario,74889,Employed,$30K–$60K,Chequing,2022-09-03,1421,6,54724,Yes,30,2,3,Rarely,Credit Card;Rrsp,Yes,No,0,Yes,86460
283,Sarah,Nash,76,Other,Jordan70@Example.Net,+1-448-791-4453X1292,255 Benson Mountain,Carlhaven,Quebec,98943,Employed,$30K–$60K,Chequing,2016-09-21,677,30,19787,No,48,3,3,Daily,Mortgage,Yes,Yes,418578,No,0
284,Tracy,Rios,49,Female,Bakermichael@Example.Net,+1-312-886-9625,49937 Robert Roads,North Joseborough,Ontario,13862,Employed,$30K–$60K,Savings,2023-12-10,2700,74,68552,No,11,4,2,Never,Rrsp;Tfsa;Credit Card,No,No,0,Yes,72488
285,Amanda,Pearson,46,Female,Kathleen61@Example.Com,692-467-4309,162 James Tunnel,North Stephanie,Quebec,8341,Employed,>$100K,Savings,2019-01-04,4248,92,24607,No,81,1,0,Daily,Mortgage,Yes,No,0,Yes,53304
286,Robert,Cruz,40,Male,Mark04@Example.Net,8382364593,90290 Webb Lake Suite 776,Sherrifurt,British Columbia,6836,Student,$60K–$100K,Chequing,2022-06-26,4699,55,39146,No,63,3,3,Rarely,Rrsp;Mortgage;Credit Card,Yes,No,0,Yes,15248
287,Michelle,Simpson,47,Other,Vasquezjames@Example.Com,001-291-515-6373X8343,020 Richard Field,North Brandon,Ontario,86061,Employed,>$100K,Chequing,2015-09-18,2554,98,26123,No,78,4,3,Never,Tfsa;Credit Card;Mortgage,No,Yes,126079,Yes,16125
288,Michelle,Munoz,58,Other,Washingtonnathan@Example.Com,+1-827-442-5225X6233,30202 Steele Square Suite 115,West Brian,Ontario,67396,Student,>$100K,Chequing,2020-08-01,3842,99,23762,No,9,1,0,Rarely,Credit Card;Rrsp,No,Yes,378563,Yes,83281
289,Anthony,Rodgers,30,Male,Riveraalexander@Example.Org,8135808592,3780 Villarreal Plaza Suite 634,Thorntonville,Quebec,72862,Unemployed,>$100K,Joint,2022-07-10,6102,21,98677,Yes,80,1,3,Daily,Rrsp;Credit Card;Tfsa,No,No,0,No,0
290,Monica,Herrera,49,Male,Btyler@Example.Com,(947)847-1766,381 Daniel Green,Lake Nicolemouth,Nova Scotia,36245,Unemployed,>$100K,Chequing,2022-08-04,8488,80,79229,No,53,5,0,Rarely,Mortgage;Credit Card,Yes,Yes,488348,Yes,22304
291,Michelle,Robinson,25,Male,Dmartinez@Example.Com,408-249-0819X70222,6228 Brent Villages,South Melissaside,Saskatchewan,9034,Unemployed,$30K–$60K,Business,2019-06-19,4421,14,7140,Yes,39,5,3,Never,Rrsp,Yes,No,0,Yes,38578
292,Mary,Collins,24,Male,Christopher80@Example.Net,+1-975-812-8714X2646,0712 Davis Squares,Brandonside,British Columbia,29147,Student,>$100K,Savings,2015-06-05,1810,43,88136,No,22,5,1,Never,Tfsa;Credit Card;Rrsp,Yes,No,0,No,0
293,Joshua,Watson,21,Female,Dclark@Example.Net,001-796-700-1205X8570,972 Jose Walks,North Deniseside,Alberta,29763,Student,$60K–$100K,Joint,2017-08-30,7397,90,13204,Yes,16,1,1,Rarely,Tfsa;Mortgage;Credit Card,Yes,Yes,394155,Yes,97539
294,Richard,Jones,37,Male,Debra70@Example.Com,3684017707,3176 Jackson Turnpike,West Daniel,British Columbia,1261,Unemployed,$60K–$100K,Savings,2025-01-13,6852,62,3676,No,31,4,0,Never,Tfsa;Credit Card;Rrsp;Mortgage,No,Yes,326358,No,0
295,James,Wolf,62,Female,Fwilliams@Example.Net,901.446.5427,657 Amanda Mountain,Lake Lindseytown,Ontario,98817,Unemployed,$30K–$60K,Savings,2016-12-10,9570,24,59419,No,48,2,1,Weekly,Rrsp,No,Yes,483434,Yes,67789
296,Dylan,Young,62,Female,Smithkaitlin@Example.Org,001-977-445-7253,7708 Valerie View Apt. 095,South Brentstad,Alberta,38364,Unemployed,<$30K,Business,2022-12-29,796,81,91586,No,39,5,0,Daily,Credit Card,Yes,No,0,Yes,66052
297,Angela,Johnson,37,Other,Tschneider@Example.Org,(952)739-4032X2777,24598 Dougherty Lock,North Jennifer,Quebec,22291,Student,$60K–$100K,Joint,2017-04-02,8636,84,61510,No,46,0,0,Rarely,Credit Card,No,No,0,No,0
298,Angela,Kent,46,Other,Briangreen@Example.Com,701-990-3082X127,3468 Alan Springs Suite 865,East Phillip,Manitoba,70017,Student,>$100K,Chequing,2022-01-29,7937,62,11024,No,85,1,1,Never,Credit Card;Mortgage;Rrsp,Yes,No,0,No,0
299,Robin,Sherman,43,Other,Bakercolleen@Example.Org,693.494.2712X7676,7581 Williams Mountain Apt. 346,Lake Jennifer,Ontario,75631,Unemployed,$60K–$100K,Chequing,2017-10-05,5089,55,28221,No,19,0,0,Never,Rrsp,Yes,No,0,Yes,37225
300,Robin,Valencia,35,Other,Cunninghamlaura@Example.Org,+1-377-647-2315X72576,393 Angela Cove Suite 032,Henryhaven,British Columbia,31456,Employed,>$100K,Chequing,2017-01-20,5919,69,83173,Yes,69,3,2,Rarely,Mortgage;Tfsa,No,Yes,306853,Yes,22799
301,Anthony,Rojas,57,Other,Jeffery19@Example.Com,+1-744-465-7724X01378,17185 Cody Centers Apt. 543,Robertstad,Quebec,3328,Unemployed,>$100K,Chequing,2021-02-09,1591,14,7400,Yes,94,0,0,Weekly,Mortgage;Rrsp;Tfsa;Credit Card,No,No,0,No,0
302,Jeremy,Oliver,31,Female,Mistyholt@Example.Com,452-420-3196,795 Griffin Tunnel Suite 895,Donaldville,British Columbia,63709,Employed,$30K–$60K,Business,2024-08-29,772,80,34924,No,8,0,2,Daily,Mortgage;Tfsa,No,Yes,257735,Yes,64949
303,Daniel,Hall,25,Other,Ashley46@Example.Net,(284)677-9438X4554,2542 Christine Ports Suite 174,North Cynthiafurt,Quebec,99479,Unemployed,>$100K,Chequing,2017-10-06,6131,44,10584,No,97,0,1,Daily,Mortgage;Tfsa;Credit Card,Yes,Yes,446252,Yes,31442
304,Brent,Guzman,50,Other,Kimberly98@Example.Net,+1-958-972-0068X7014,06463 Angela Orchard Suite 195,Bradleyhaven,British Columbia,84345,Student,$30K–$60K,Chequing,2018-04-05,9613,18,29758,Yes,88,2,0,Rarely,Tfsa,No,No,0,Yes,83075
305,Jennifer,King,24,Male,Karen04@Example.Org,645.688.3583X624,1033 Aguirre Port Apt. 002,Darrylton,British Columbia,4969,Unemployed,>$100K,Chequing,2016-12-12,4318,52,30162,No,8,4,1,Never,Mortgage,Yes,No,0,No,0
306,John,Lewis,28,Female,Qgreen@Example.Org,9877457391,99861 Jones Road Suite 843,Austinfort,British Columbia,36941,Employed,<$30K,Savings,2019-12-28,4246,18,40323,Yes,40,4,0,Rarely,Tfsa,Yes,Yes,103019,Yes,94213
307,Wesley,Levy,57,Other,Vasquezjohn@Example.Net,001-763-898-2136X74612,4739 Aaron Route Suite 445,South Lydia,Quebec,9724,Employed,>$100K,Chequing,2019-04-19,7376,73,41870,No,66,1,3,Daily,Rrsp;Mortgage,No,Yes,179321,No,0
308,Timothy,Riley,25,Other,Ialvarez@Example.Com,538-941-2976X0213,79088 Foley Overpass,Salinasberg,Quebec,97074,Employed,<$30K,Savings,2018-01-22,6391,39,82590,No,50,0,2,Never,Mortgage;Credit Card,No,No,0,No,0
309,Jack,Miller,18,Female,Hallanna@Example.Net,963.645.7548X1022,3640 Suarez Ports Apt. 512,East Alexandertown,Ontario,13031,Employed,<$30K,Savings,2021-03-22,4650,25,71564,No,25,3,1,Weekly,Rrsp;Credit Card;Mortgage,Yes,Yes,364173,Yes,27687
310,Stephanie,Jones,20,Other,Lrobinson@Example.Net,(520)918-2690X5852,4961 Jessica Knoll,Theodoreton,Quebec,81243,Student,<$30K,Chequing,2017-06-21,1471,64,61424,Yes,8,0,2,Rarely,Tfsa;Mortgage;Rrsp,No,Yes,422720,No,0
311,Christopher,Wiggins,44,Male,Samanthadalton@Example.Org,001-505-856-2837,918 Wilson Field Apt. 429,New Gail,Quebec,31474,Unemployed,$30K–$60K,Chequing,2019-02-01,6673,78,80742,Yes,43,0,2,Rarely,Tfsa;Credit Card;Mortgage,No,No,0,Yes,7789
312,Casey,Rivas,32,Other,Ashley85@Example.Org,001-448-447-5229,29524 Long Manor,Kaylafort,Manitoba,76925,Employed,$60K–$100K,Chequing,2021-04-25,7589,47,4287,Yes,87,1,0,Never,Mortgage;Rrsp;Tfsa,No,Yes,174405,Yes,97272
313,Sarah,Marquez,36,Female,Melendezjamie@Example.Com,(917)869-4121X788,658 Jennifer Squares Suite 616,East Evan,Quebec,20952,Student,$30K–$60K,Savings,2015-07-13,6417,17,5765,Yes,88,5,3,Daily,Mortgage;Tfsa;Rrsp;Credit Card,No,Yes,484345,No,0
314,Susan,Rodriguez,74,Male,Nmccall@Example.Net,446-895-9490X68832,546 Holmes Mall,West Jeffreyborough,Quebec,63363,Student,<$30K,Chequing,2019-11-24,4273,77,49767,No,50,4,3,Rarely,Credit Card;Rrsp;Tfsa;Mortgage,Yes,Yes,406714,Yes,11937
315,Stephanie,Taylor,50,Female,Bradleythomas@Example.Org,407-804-8233X9244,537 Campos Lock Apt. 566,New Karen,Ontario,72690,Unemployed,>$100K,Savings,2017-01-21,714,79,95450,No,82,3,3,Weekly,Tfsa;Rrsp;Credit Card;Mortgage,No,Yes,185384,Yes,57925
316,Matthew,Cruz,50,Male,Haledoris@Example.Net,697.289.4364X67129,666 Terry Shore,Jessicamouth,Ontario,21008,Student,$60K–$100K,Savings,2016-11-30,5258,87,88536,Yes,26,3,0,Daily,Tfsa;Rrsp;Mortgage,No,Yes,384824,Yes,74351
317,Bradley,Cordova,41,Male,Jayedwards@Example.Com,536.658.6998X76675,527 Rebekah Lake Apt. 366,West Carolview,Quebec,36488,Student,$60K–$100K,Chequing,2019-07-13,6042,64,78576,No,4,0,1,Never,Tfsa;Credit Card,Yes,No,0,No,0
318,Curtis,Krueger,21,Male,Hansonallen@Example.Net,(837)438-3660,956 Amanda Court Suite 452,Lake Kenneth,British Columbia,24635,Unemployed,$60K–$100K,Chequing,2016-11-01,8714,53,46384,Yes,13,1,3,Never,Tfsa;Mortgage;Rrsp;Credit Card,No,Yes,232855,No,0
319,Daniel,Frazier,32,Male,Dana94@Example.Com,(784)685-9319,111 Woods Stream Suite 657,North Cassidy,Ontario,4274,Student,$30K–$60K,Joint,2015-06-20,7956,6,17148,No,47,5,2,Never,Tfsa;Rrsp;Mortgage,Yes,Yes,366812,Yes,40231
320,Adrian,Johnson,38,Female,Rhonda50@Example.Org,(972)273-9039X6720,5567 Taylor River,East Loriland,Quebec,49459,Employed,$60K–$100K,Chequing,2025-03-07,3751,90,50861,Yes,4,5,1,Rarely,Credit Card;Rrsp;Mortgage;Tfsa,No,No,0,No,0
321,Mark,Lowery,51,Female,Millerangela@Example.Net,001-366-847-6852X0249,3172 Randolph Street Suite 786,Roseland,Ontario,23673,Student,>$100K,Joint,2018-10-24,7545,31,36779,Yes,9,0,1,Weekly,Rrsp,Yes,No,0,Yes,97224
322,Jonathan,Martin,44,Other,Nicholascole@Example.Com,973-523-6924X514,583 Kelly Expressway,West Terrence,Ontario,48318,Retired,>$100K,Chequing,2022-01-16,6622,61,61446,Yes,42,5,0,Never,Mortgage;Credit Card,Yes,Yes,200900,Yes,73626
323,Ashley,Torres,37,Female,Vaughngabrielle@Example.Com,(623)855-1545X75742,378 Sandra Overpass Suite 846,Heatherland,Quebec,50650,Retired,<$30K,Savings,2023-12-13,2063,89,86687,Yes,47,1,0,Never,Mortgage;Rrsp;Credit Card,Yes,Yes,360842,Yes,93089
324,Nicholas,Gomez,51,Female,Steven33@Example.Org,(744)609-4420X528,190 Jason Forest Apt. 033,Lauraborough,Ontario,56865,Retired,<$30K,Chequing,2018-07-29,9986,26,28081,Yes,92,4,3,Rarely,Tfsa,Yes,Yes,217156,Yes,39711
325,George,Dorsey,63,Male,Hbell@Example.Com,+1-516-673-6378X07234,3269 Paul Hill Apt. 218,New Tina,Quebec,82008,Employed,$30K–$60K,Chequing,2024-05-23,4639,89,56629,Yes,14,4,2,Never,Credit Card;Rrsp,No,Yes,265032,Yes,41422
326,Patrick,Neal,21,Male,Kathy52@Example.Com,+1-905-489-2474,80039 Kyle Camp,East Anthonyland,Manitoba,38504,Retired,$60K–$100K,Savings,2023-06-06,4858,76,81503,Yes,74,4,0,Weekly,Credit Card;Tfsa;Rrsp;Mortgage,Yes,Yes,126189,Yes,94964
327,Lisa,Macias,64,Female,Heathercarlson@Example.Net,(392)252-9352X51474,2830 Brad Land Apt. 242,South Jeffreyshire,Ontario,88014,Retired,$60K–$100K,Chequing,2017-04-26,7302,87,11314,No,97,4,2,Never,Credit Card;Rrsp;Mortgage,Yes,Yes,396184,Yes,63439
328,Jennifer,Barajas,50,Female,Rmeadows@Example.Org,+1-880-519-9366X222,13532 Jones Cape,Lake Robert,Ontario,33771,Unemployed,>$100K,Chequing,2015-10-30,1154,93,72156,Yes,52,0,3,Weekly,Credit Card,Yes,Yes,272330,No,0
329,Douglas,Davis,34,Other,Howardmorrow@Example.Net,001-959-258-3294X4126,90467 Murray Glen,Lake Savannahbury,Quebec,37436,Employed,>$100K,Savings,2023-07-23,2835,87,11502,Yes,57,5,2,Never,Tfsa;Mortgage;Rrsp;Credit Card,No,Yes,464282,No,0
330,Olivia,Harrison,57,Other,David98@Example.Net,395-753-7211,330 Rachael Gateway,Blackborough,Ontario,99561,Retired,$30K–$60K,Savings,2023-12-20,5285,80,89544,No,74,0,0,Rarely,Tfsa;Mortgage;Rrsp;Credit Card,Yes,No,0,Yes,5399
331,Catherine,White,34,Female,Waderebecca@Example.Net,+1-408-236-9347X5388,82866 Byrd Mountains,South Tylerland,Nova Scotia,24063,Unemployed,$30K–$60K,Chequing,2017-02-17,826,67,21857,Yes,76,0,2,Weekly,Rrsp;Mortgage,Yes,Yes,241937,Yes,11805
332,Jessica,Oneal,24,Female,Twright@Example.Net,907-960-4583X613,013 Megan Light,Joshualand,Ontario,61050,Student,$30K–$60K,Chequing,2022-04-01,5221,17,87190,No,62,2,0,Weekly,Credit Card;Rrsp;Mortgage,No,No,0,Yes,36549
333,Charles,Gonzalez,31,Male,Christopherbeasley@Example.Net,877-820-0556X27795,003 Bryan Inlet,North Melissa,Ontario,75119,Employed,>$100K,Chequing,2020-08-26,9403,26,32497,No,92,4,0,Never,Tfsa;Credit Card;Rrsp;Mortgage,No,Yes,428888,Yes,53318
334,Ryan,Hughes,51,Other,Johndonovan@Example.Org,205-430-4397X78221,18925 Daniel Valleys Suite 063,Joshuamouth,Quebec,34041,Unemployed,$60K–$100K,Chequing,2024-10-22,8664,15,13179,Yes,77,1,2,Never,Mortgage;Credit Card;Tfsa;Rrsp,No,No,0,No,0
335,Jerry,Black,46,Female,Chad30@Example.Net,(460)740-6822X6485,65685 Danielle Cliffs Apt. 141,Fryview,Ontario,48367,Retired,>$100K,Savings,2017-11-13,1709,89,21495,No,45,4,0,Never,Credit Card;Tfsa,No,No,0,No,0
336,William,Evans,23,Other,Herreraanne@Example.Net,860.330.0070X04171,92480 Miller Lane Suite 303,Patelburgh,British Columbia,20636,Retired,>$100K,Savings,2015-06-30,2944,69,62176,Yes,45,2,0,Rarely,Mortgage;Rrsp;Tfsa,Yes,Yes,142473,No,0
337,Brooke,Ward,57,Male,Dianelee@Example.Net,+1-441-416-8389X14335,099 Smith Plaza,West Steventon,British Columbia,1329,Unemployed,$60K–$100K,Chequing,2022-07-16,1986,16,40197,No,41,5,1,Never,Credit Card;Tfsa,Yes,Yes,304402,No,0
338,Christopher,Baker,58,Female,Alicia99@Example.Org,726.687.0092X170,706 Phillip Fields,Jamesville,Quebec,88414,Employed,$30K–$60K,Savings,2020-03-10,3072,42,85382,Yes,23,0,2,Weekly,Credit Card,Yes,No,0,No,0
339,Megan,Ford,33,Female,Ginahall@Example.Net,675-592-7775X502,464 Rocha Fall Suite 618,Wilkinsville,British Columbia,53478,Employed,>$100K,Chequing,2023-07-17,9338,42,52687,No,53,0,3,Rarely,Rrsp,Yes,No,0,Yes,54003
340,Jesse,Sherman,26,Other,Mendezaaron@Example.Com,(325)656-9684,0196 Moran Pines,Sierramouth,Ontario,31208,Retired,>$100K,Chequing,2023-09-13,7058,78,56611,Yes,77,0,3,Daily,Mortgage;Tfsa;Credit Card;Rrsp,No,Yes,326770,Yes,97170
341,Daniel,Hill,23,Female,Joseph75@Example.Com,(333)330-1982,418 Dean View Suite 677,Lake Ryanside,Prince Edward Island,78637,Student,$60K–$100K,Savings,2021-04-30,8370,41,68074,Yes,5,0,2,Weekly,Tfsa;Rrsp;Mortgage,Yes,Yes,117078,No,0
342,Henry,Robinson,50,Male,Jgarcia@Example.Net,(276)241-7128X451,84730 Julia Oval,Hudsontown,Ontario,23501,Retired,<$30K,Chequing,2020-03-27,3735,21,85733,No,32,2,0,Daily,Credit Card;Rrsp,Yes,Yes,169183,No,0
343,Angela,Sexton,38,Other,Valeriekelly@Example.Org,677.651.4785,11587 Weaver Lights,East Robertfort,Ontario,66026,Unemployed,$60K–$100K,Chequing,2022-01-31,3364,82,21569,Yes,11,0,2,Daily,Tfsa;Rrsp,No,No,0,Yes,50068
344,Kevin,Whitaker,61,Other,Blackpatrick@Example.Net,(912)622-4656,88291 Miller Manors Suite 187,Stephenfurt,Nova Scotia,55924,Employed,>$100K,Chequing,2025-05-05,6920,89,29822,No,38,2,1,Never,Rrsp;Credit Card;Tfsa,Yes,No,0,No,0
345,Sharon,Gilmore,43,Other,Millerscott@Example.Com,001-999-489-2844X24435,6624 Chapman Highway Suite 075,Campbellfurt,British Columbia,93615,Unemployed,<$30K,Chequing,2022-01-25,8469,61,80328,No,50,4,1,Rarely,Credit Card;Rrsp;Tfsa,Yes,Yes,62495,Yes,87424
346,Miguel,Miles,71,Other,Sgonzalez@Example.Com,833-269-7170X771,896 Rodgers Cliff,Munozville,Quebec,59442,Retired,>$100K,Business,2016-01-25,7459,60,31197,No,19,0,0,Daily,Credit Card;Rrsp;Tfsa,Yes,No,0,Yes,58402
347,Garrett,Johnson,34,Female,Lawsonrachael@Example.Com,(490)912-0775X962,97584 Jordan Harbors,North Elizabethville,Nova Scotia,55269,Unemployed,$60K–$100K,Joint,2022-09-14,737,88,79019,Yes,36,4,2,Daily,Rrsp,No,No,0,Yes,72707
348,Mark,Hansen,34,Male,Santiagojesse@Example.Org,531-492-1889X04099,925 Misty Landing Apt. 446,North Matthewstad,Manitoba,47183,Retired,>$100K,Chequing,2025-05-11,1982,29,65198,Yes,100,5,3,Daily,Tfsa,No,No,0,No,0
349,Benjamin,Hall,28,Other,Marissa69@Example.Com,728-397-6029X550,95295 David Common,Kevinfort,Ontario,7716,Employed,<$30K,Joint,2019-04-27,1068,50,41154,Yes,18,1,2,Never,Credit Card;Tfsa;Rrsp;Mortgage,No,Yes,270448,Yes,22557
350,Katherine,Woods,68,Other,Mitchellwalter@Example.Org,382-902-1352,561 Nguyen Ville Suite 406,Josephmouth,Ontario,90682,Unemployed,$30K–$60K,Business,2022-09-22,1144,24,46781,No,16,0,2,Never,Mortgage,Yes,No,0,Yes,21439
351,John,Delacruz,38,Other,Michael51@Example.Org,(486)240-1217,58995 Johnson Corner Apt. 948,Jennifershire,Ontario,75344,Employed,$60K–$100K,Savings,2020-08-02,4192,65,87780,No,24,3,0,Daily,Credit Card,Yes,Yes,261002,No,0
352,Joseph,Johnson,27,Other,Jayreynolds@Example.Org,(438)954-3055X5912,4605 Robertson Shoal Suite 887,Sharimouth,Ontario,27895,Student,<$30K,Chequing,2022-08-31,7450,39,61998,Yes,22,3,0,Daily,Credit Card,Yes,No,0,Yes,12468
353,Jennifer,Kim,21,Female,Vasqueztodd@Example.Org,(391)425-8257,9916 Bennett Corners Apt. 878,South Tonyburgh,Ontario,43870,Employed,$60K–$100K,Savings,2023-11-30,5746,77,40961,No,58,1,3,Daily,Credit Card;Mortgage,No,No,0,No,0
354,Jodi,Bright,27,Other,Morrisstephanie@Example.Com,+1-599-401-1926,06627 Alejandro Prairie Suite 622,East Williamland,Saskatchewan,82400,Unemployed,>$100K,Savings,2016-11-24,3585,56,3519,No,21,0,2,Daily,Tfsa,No,No,0,Yes,76813
355,Susan,Freeman,73,Female,Cclark@Example.Org,001-851-355-1295,94798 Woods Valleys,Hannaport,Alberta,30002,Retired,$30K–$60K,Savings,2021-01-15,4996,9,1709,Yes,31,1,3,Daily,Rrsp;Mortgage;Tfsa;Credit Card,Yes,No,0,No,0
356,Gregory,Jones,18,Male,Nicholas74@Example.Com,553.709.0731,80606 Maxwell Circle,Kentview,Quebec,49719,Employed,>$100K,Savings,2021-09-16,9212,5,25678,Yes,71,0,3,Daily,Tfsa;Mortgage;Credit Card;Rrsp,No,No,0,Yes,74509
357,Heather,Williams,58,Other,Vcuevas@Example.Org,001-241-655-0137X95700,00477 Kevin Inlet,New William,Quebec,70604,Retired,$60K–$100K,Savings,2016-11-13,7247,9,28777,No,13,0,3,Never,Credit Card,Yes,Yes,69408,No,0
358,Matthew,Holt,45,Other,Bettyblackburn@Example.Com,271.890.6119X17278,76437 Thomas Circles,North Rickyville,Ontario,88994,Unemployed,>$100K,Chequing,2018-11-30,2129,61,93525,Yes,5,5,0,Rarely,Rrsp,No,Yes,271351,Yes,11799
359,Thomas,Leon,54,Male,Gonzalezcurtis@Example.Org,822-385-5376,501 James Parkways Apt. 677,Stevensonborough,Quebec,22388,Retired,<$30K,Chequing,2024-05-29,7740,56,87324,Yes,80,2,1,Weekly,Credit Card;Mortgage;Rrsp,Yes,Yes,195008,Yes,22232
360,Alexander,Goodman,52,Other,Alexander65@Example.Com,+1-891-921-5853X78017,507 Morales Springs,West Suzanneburgh,British Columbia,53863,Employed,>$100K,Savings,2023-05-08,9430,65,90593,No,23,2,1,Rarely,Tfsa;Credit Card,Yes,No,0,No,0
361,Joyce,White,57,Male,Brianharris@Example.Com,562-843-0853,18490 Sanchez Manors Apt. 977,Kristinview,Manitoba,71096,Unemployed,$60K–$100K,Chequing,2017-02-24,3862,78,64806,No,69,3,1,Rarely,Credit Card;Mortgage;Tfsa;Rrsp,No,No,0,Yes,77594
362,Meredith,Gomez,36,Female,Foleyalejandro@Example.Com,001-440-249-2939,81522 Jessica Locks,North Jill,Ontario,71599,Employed,$60K–$100K,Chequing,2023-09-24,1578,85,67032,No,23,0,1,Never,Credit Card;Mortgage,No,Yes,233932,No,0
363,Kristin,Nelson,32,Male,Williamwright@Example.Org,921-454-7176X8029,0292 Jessica Knoll,Crawfordport,British Columbia,15611,Unemployed,$30K–$60K,Chequing,2017-12-25,6858,98,29996,No,13,1,2,Rarely,Rrsp;Mortgage;Credit Card,Yes,No,0,No,0
364,James,Thompson,80,Male,Sarah60@Example.Com,001-477-242-3807,85103 Green Coves Suite 469,Rossbury,Quebec,89024,Unemployed,>$100K,Chequing,2021-12-29,3665,39,25890,No,24,3,3,Never,Tfsa;Credit Card,No,No,0,No,0
365,Peter,Kramer,30,Female,Imiller@Example.Com,239-749-4218,519 Breanna Inlet Apt. 686,Michaelville,Ontario,17773,Employed,>$100K,Chequing,2020-04-04,9641,47,15168,Yes,6,3,2,Daily,Tfsa;Credit Card,Yes,No,0,Yes,88996
366,Richard,Smith,50,Male,Cmcmahon@Example.Com,689-906-3393X7862,98216 Michelle Parkways Suite 444,Gallagherfurt,Quebec,12579,Unemployed,>$100K,Joint,2019-01-20,5320,94,91629,Yes,58,0,1,Weekly,Tfsa,Yes,No,0,Yes,41593
367,Christine,Choi,73,Other,Heidi52@Example.Net,557.792.8903,43617 Joseph Islands Suite 832,Port Cathyside,Quebec,53945,Retired,>$100K,Chequing,2018-03-06,5531,9,28925,No,14,3,3,Daily,Mortgage;Rrsp,Yes,Yes,108483,Yes,96982
368,Charles,Wilkins,72,Male,Barbaratravis@Example.Net,241.285.2063,8309 Morales Station Suite 842,Patelview,Quebec,7444,Student,<$30K,Savings,2023-05-25,3834,23,24188,Yes,75,5,1,Never,Credit Card;Mortgage,No,Yes,385302,No,0
369,Deanna,Nielsen,23,Male,Carlos66@Example.Net,+1-267-343-2671X894,5067 Jon Freeway Suite 380,Christyview,British Columbia,50657,Retired,$60K–$100K,Business,2024-02-24,3417,34,84909,No,49,2,3,Never,Rrsp;Tfsa,No,Yes,121214,No,0
370,Sarah,Ellis,47,Male,Lisaford@Example.Net,939.684.8581X0454,2966 Hardy Views Apt. 429,Port Hectorland,Alberta,77619,Unemployed,<$30K,Joint,2019-10-15,4150,55,47666,Yes,96,2,2,Rarely,Rrsp,No,No,0,No,0
371,Alisha,Miller,30,Other,Carla18@Example.Com,001-333-394-1608,0821 Rocha Stravenue Apt. 892,Brownhaven,Quebec,62362,Unemployed,$30K–$60K,Joint,2021-07-18,2618,65,35067,No,80,4,3,Daily,Mortgage;Tfsa;Credit Card,No,Yes,81760,Yes,72447
